filepath,cluster_label
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_120.npz,69
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_121.npz,69
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_122.npz,69
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_123.npz,69
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_124.npz,69
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_125.npz,78
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_126.npz,65
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_127.npz,65
/kaggle/input/brats20-data/BraTS20/data/volume_306_slice_128.npz,83
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_80.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_81.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_82.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_83.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_84.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_85.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_86.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_87.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_88.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_89.npz,30
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_90.npz,74
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_91.npz,57
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_92.npz,45
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_93.npz,57
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_94.npz,57
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_95.npz,57
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_96.npz,16
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_97.npz,16
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_98.npz,16
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_99.npz,16
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_100.npz,16
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_101.npz,16
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_102.npz,16
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_103.npz,16
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_104.npz,16
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_105.npz,22
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_106.npz,22
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_107.npz,76
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_108.npz,76
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_109.npz,76
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_110.npz,76
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_111.npz,76
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_112.npz,76
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_113.npz,90
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_114.npz,90
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_115.npz,98
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_116.npz,98
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_117.npz,69
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_118.npz,69
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_119.npz,69
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_120.npz,61
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_121.npz,89
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_122.npz,89
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_123.npz,83
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_124.npz,83
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_125.npz,83
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_126.npz,83
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_127.npz,83
/kaggle/input/brats20-data/BraTS20/data/volume_40_slice_128.npz,83
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_80.npz,38
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_81.npz,38
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_82.npz,38
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_83.npz,38
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_84.npz,38
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_85.npz,38
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_86.npz,38
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_87.npz,38
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_88.npz,38
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_89.npz,38
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_90.npz,47
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_91.npz,47
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_92.npz,47
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_93.npz,47
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_94.npz,47
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_95.npz,47
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_96.npz,35
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_97.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_98.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_99.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_100.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_101.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_102.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_103.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_104.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_105.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_106.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_107.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_108.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_109.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_110.npz,2
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_111.npz,2
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_112.npz,2
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_113.npz,2
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_114.npz,76
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_115.npz,76
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_116.npz,76
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_117.npz,86
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_118.npz,90
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_119.npz,90
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_120.npz,90
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_121.npz,98
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_122.npz,98
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_123.npz,61
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_124.npz,61
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_125.npz,61
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_126.npz,89
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_127.npz,89
/kaggle/input/brats20-data/BraTS20/data/volume_359_slice_128.npz,83
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_80.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_81.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_82.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_83.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_84.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_85.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_86.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_87.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_88.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_89.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_90.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_91.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_92.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_93.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_94.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_95.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_96.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_97.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_98.npz,20
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_99.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_100.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_101.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_102.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_103.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_105.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_106.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_107.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_108.npz,56
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_109.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_110.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_111.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_112.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_113.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_114.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_115.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_116.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_117.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_118.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_119.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_120.npz,14
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_121.npz,44
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_122.npz,44
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_123.npz,44
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_124.npz,44
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_125.npz,44
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_126.npz,23
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_127.npz,23
/kaggle/input/brats20-data/BraTS20/data/volume_310_slice_128.npz,23
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_80.npz,41
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_81.npz,41
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_82.npz,41
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_83.npz,41
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_84.npz,41
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_85.npz,41
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_86.npz,41
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_87.npz,41
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_88.npz,41
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_89.npz,41
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_90.npz,50
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_91.npz,50
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_92.npz,50
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_93.npz,84
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_94.npz,84
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_95.npz,94
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_96.npz,94
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_97.npz,4
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_98.npz,4
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_99.npz,4
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_100.npz,55
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_101.npz,55
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_102.npz,55
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_103.npz,70
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_104.npz,70
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_105.npz,70
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_106.npz,70
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_107.npz,70
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_108.npz,70
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_109.npz,72
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_110.npz,72
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_111.npz,36
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_112.npz,52
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_113.npz,52
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_114.npz,52
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_115.npz,52
/kaggle/input/brats20-data/BraTS20/data/volume_249_slice_116.npz,54
